COUNTY_NAME,MUNICIPALITY,MUNICIPALITY_NAME,VOTINGDISTRICT,VOTINGDISTRIC_NAME,VALID_VOTES,VOTES,ELIGIBLE_VOTERS,ELECTION_PARTICIPATION,M,C,L,KD,S,V,MP,SD,FI,AfS,BLANK
Stockholms län,0180,Stockholm,01804107,Spånga 7 Bromsten N,1022,1030,1258,81.88,21.82,8.61,8.02,5.68,24.27,12.52,6.16,9.69,0.59,0.78,0.49
Stockholms län,0180,Stockholm,01804108,Spånga 8 Bromsten mellersta,802,812,1065,76.24,21.32,5.86,6.48,3.49,30.05,12.47,4.86,13.59,0.62,0.37,1.23
Stockholms län,0180,Stockholm,01804109,Spånga 9 Bromsten S,828,830,949,87.46,34.18,10.14,7,8.82,17.75,3.99,5.19,12.32,0.24,0.12,0.24
Stockholms län,0180,Stockholm,01804110,Spånga 10 Hjulsta V,760,766,1190,64.37,6.71,1.58,1.71,1.45,57.63,23.16,2.76,4.08,0.53,0.13,0.78
Stockholms län,0180,Stockholm,01804111,Spånga 11 Erikslund,801,805,1278,62.99,8.11,1.87,2.62,2.12,47.94,24.47,4.49,6.49,1,0.12,0.5
Stockholms län,0180,Stockholm,01804112,Spånga 12 Nydal,618,620,1047,59.22,10.52,2.59,2.59,2.59,51.78,18.61,2.1,7.12,0.49,0.32,0.32
Stockholms län,0180,Stockholm,01804113,Spånga 13 Tensta C,797,802,1312,61.13,6.65,2.76,1.88,1.88,53.7,26.22,3.01,2.89,0.25,,0.37
Stockholms län,0180,Stockholm,01804114,Spånga 14 Gullinge,821,825,1297,63.61,9.62,1.95,1.1,1.95,60.78,18.27,2.44,3.41,0.37,,0.48
Stockholms län,0180,Stockholm,01804115,Spånga 15 Risingeplan mfl,699,704,1173,60.02,8.58,1.57,1,4.01,64.81,11.59,1.72,5.01,0.14,,
Stockholms län,0180,Stockholm,01804116,Spånga 16 Glömminge-Sörgården,704,706,1110,63.6,9.38,3.13,1.28,2.56,62.22,14.2,2.13,3.84,0.28,,0.28
Stockholms län,0180,Stockholm,01804117,Spånga 17 Rinkebysvängen N,597,599,1094,54.75,10.22,2.51,2.18,2.68,56.11,17.09,2.51,4.69,0.5,,0.33
Stockholms län,0180,Stockholm,01804118,Spånga 18 Rinkebystråket,646,650,1135,57.27,5.73,2.63,0.31,0.31,70.28,13.47,3.25,2.63,0.15,,0.62
Stockholms län,0180,Stockholm,01804119,Spånga 19 Rinkebysvängen V,594,594,969,61.3,7.74,2.02,1.01,7.24,54.88,14.31,2.69,4.04,0.17,,
Stockholms län,0180,Stockholm,01804120,Spånga 20 Kvarnbyvägen mfl,699,700,1115,62.78,6.58,2.86,0.57,1,63.81,17.17,3,4.72,0.29,,0.14
Stockholms län,0180,Stockholm,01804121,Spånga 21 Rinkeby C,696,700,1172,59.73,5.6,2.59,1.15,0.86,68.53,13.94,3.16,2.73,0.43,,0.29
Stockholms län,0180,Stockholm,01804122,Spånga 22 Rinkebysvängen Ö,426,427,800,53.38,2.35,0.47,0.94,0.7,76.76,11.74,2.58,3.05,0.23,0.47,0.23
Stockholms län,0180,Stockholm,01804123,Spånga 23 Rinkebysvängen S,593,594,1035,57.39,3.2,2.02,0.51,0.84,68.97,18.38,2.87,1.85,0.84,,0.17
Stockholms län,0180,Stockholm,01804124,Spånga 24 Spånga by,659,661,1021,64.74,12.44,2.43,0.91,4.86,52.5,13.2,4.55,6.98,0.76,0.15,0.3
Stockholms län,0180,Stockholm,01804125,Spånga 25 Hjulstastråket S,745,754,1101,68.48,6.31,2.01,1.61,2.42,51.68,22.68,3.62,6.85,0.81,0.67,0.66
Stockholms län,0180,Stockholm,01804126,Spånga 26 Spånga torg-Lunda,1071,1083,1315,82.36,23.34,7.1,7.66,6.07,28.1,11.2,4.86,9.9,0.65,0.28,1.02
Stockholms län,0180,Stockholm,01804127,Spånga 27 Rinkeby mellersta,731,739,1266,58.37,6.98,3.69,,0.41,68.67,14.77,2.6,2.19,0.14,0.14,1.08
Stockholms län,0180,Stockholm,01804128,Spånga 28 Bromstens C,672,675,868,77.76,19.35,5.21,5.06,4.61,31.7,12.95,4.91,13.54,0.3,1.19,0.3
Stockholms län,0180,Stockholm,01804201,Kista 1 Akalla C,738,745,1353,55.06,10.03,2.85,2.03,2.03,44.58,22.63,3.66,10.43,0.27,0.41,0.67
Stockholms län,0180,Stockholm,01804202,Kista 2 Akalla Ö,700,703,1236,56.88,11.14,2,1.71,2.71,52.43,19.29,2.14,7,0.71,0.14,0.43
Stockholms län,0180,Stockholm,01804203,Kista 3 Akalla N,686,692,1085,63.78,14.87,2.77,2.62,2.77,44.31,17.78,3.35,9.91,0.29,0.29,0.87
Stockholms län,0180,Stockholm,01804204,Kista 4 Akalla V,768,773,1062,72.79,12.63,4.3,5.99,3.13,40.63,16.67,6.38,9.11,0.26,0.39,0.52
Stockholms län,0180,Stockholm,01804205,Kista 5 Akalla S,668,671,948,70.78,15.87,5.09,2.54,3.89,36.98,17.22,4.34,12.13,1.2,0.15,0.45
Stockholms län,0180,Stockholm,01804206,Kista 6 Lofotenparken,617,621,961,64.62,15.72,2.76,2.59,4.21,39.71,14.91,4.7,13.78,0.97,0.16,0.64
Stockholms län,0180,Stockholm,01804207,Kista 7 Oslogatan,674,679,1175,57.79,6.38,3.12,1.19,1.04,51.04,28.64,2.82,5.04,0.59,,0.59
Stockholms län,0180,Stockholm,01804208,Kista 8 Nidarosgatan,456,459,879,52.22,5.04,4.17,0.88,1.97,51.32,29.39,1.97,4.82,0.44,,0.65
Stockholms län,0180,Stockholm,01804209,Kista 9 Bergensgatan,699,703,1165,60.34,7.01,1.43,1.14,2.15,51.5,24.46,4.43,5.58,0.86,0.29,0.57
Stockholms län,0180,Stockholm,01804210,Kista 10 Nordkapsgatan,500,502,897,55.96,9.4,1.8,2.2,2.8,51.8,22.4,3,5.8,0.2,,0.2
Stockholms län,0180,Stockholm,01804211,Kista 11 Trondheimsgatan,435,441,816,54.04,4.83,2.53,1.84,1.38,57.24,21.61,5.75,4.83,,,0.91
Stockholms län,0180,Stockholm,01804212,Kista 12 Kista mellersta,821,824,1113,74.03,18.39,5.12,5.72,4.87,34.35,15.35,4.87,8.77,1.22,,0.24
Stockholms län,0180,Stockholm,01804213,Kista 13 Kista C,838,843,1187,71.02,18.02,4.42,4.65,3.46,36.99,17.18,4.06,10.26,0.48,0.24,0.59
Stockholms län,0180,Stockholm,01804214,Kista 14 Kista V,845,854,1111,76.87,16.45,4.26,5.21,3.67,37.99,16.09,4.5,10.3,0.47,0.36,0.82
Stockholms län,0180,Stockholm,01804215,Kista 15 Ärvinge S,673,676,1056,64.02,14.12,5.79,4.01,4.16,35.36,16.49,5.65,11.29,0.45,0.45,0.3
Stockholms län,0180,Stockholm,01804216,Kista 16 Kista Gård,734,735,1124,65.39,21.93,6.13,3.95,3.41,38.56,16.76,3.95,3.68,0.54,0.14,
Stockholms län,0180,Stockholm,01804217,Kista 17 Ärvinge N,593,595,899,66.18,17.54,5.9,3.54,4.55,36.93,14.5,4.72,9.95,0.34,0.51,0.34
Stockholms län,0180,Stockholm,01804218,Kista 18 Kista S,752,754,1148,65.68,15.56,6.52,3.59,3.72,36.97,15.43,5.85,10.51,0.93,0.13,0.13
Stockholms län,0180,Stockholm,01804219,Kista 19 Kista Ö,560,564,857,65.81,20,6.07,5.54,3.57,31.25,16.25,6.61,8.21,1.07,0.36,
Stockholms län,0180,Stockholm,01804220,Kista 20 Husby C,579,582,1068,54.49,7.94,2.25,2.42,1.21,46.29,21.59,4.15,11.05,1.73,0.35,0.52
Stockholms län,0181,Södertälje,01810101,Södertälje 1 Södra-Värdsholmen,939,954,1266,75.36,17.89,5.32,4.05,4.9,28.86,9.27,4.47,24.07,0.11,0.53,1.36
Stockholms län,0181,Södertälje,01810102,Södertälje 2 Saltskog östra,883,888,1165,76.22,17.44,3.85,4.3,7.93,31.82,7.93,1.81,23.44,0.68,0.11,0.56
Stockholms län,0181,Södertälje,01810103,Södertälje 3 Saltskog västra,644,652,1027,63.49,13.04,1.55,3.26,10.87,38.04,8.07,2.95,19.88,,0.78,0.92
Stockholms län,0181,Södertälje,01810104,Södertälje 4 Västergård-Vibergen,1049,1058,1392,76.01,17.64,4.29,5.72,9.82,31.36,7.34,2.19,19.83,0.48,0.29,0.76
Stockholms län,0181,Södertälje,01810105,Södertälje 5 Mariekälla södra,764,773,997,77.53,19.11,10.34,4.84,10.47,23.95,6.54,4.19,17.67,0.79,0.79,1.03
Stockholms län,0181,Södertälje,01810106,Södertälje 6 Västergård-Högmohöjden,1000,1008,1329,75.85,19.5,4.8,5.1,14.4,29.5,7.3,1.9,15.6,0.2,0.3,0.79
Stockholms län,0181,Södertälje,01810107,Södertälje 7 Mariekälla norra,1004,1017,1309,77.69,23.01,6.57,4.78,5.68,26.49,8.96,4.88,18.13,0.5,0.4,1.28
Stockholms län,0181,Södertälje,01810108,Södertälje 8 Centrum södra,841,856,1148,74.56,20.33,5.47,5.11,10.34,26.75,11.77,3.57,15.46,0.24,,1.64
Stockholms län,0181,Södertälje,01810109,Södertälje 9 Blombacka,903,903,1396,64.68,16.72,5.09,4.76,11.85,32,8.19,2.88,16.94,,0.55,
Stockholms län,0181,Södertälje,01810110,Södertälje 10 Tälje,1206,1217,1531,79.49,22.89,7.21,4.89,7.63,25.04,8.79,4.81,17.16,0.5,0.25,0.49
Stockholms län,0181,Södertälje,01810111,Södertälje 11 Centrum norra,1027,1037,1477,70.21,20.25,4.97,4.97,10.32,26.97,10.61,3.99,16.26,0.58,0.49,0.87
Stockholms län,0181,Södertälje,01810112,Södertälje 12 Bårstabergen västra,476,481,686,70.12,16.18,3.78,2.1,7.14,33.82,8.4,2.52,24.79,0.42,0.42,1.04
Stockholms län,0181,Södertälje,01810113,Södertälje 13 Bårstabergen östra,1219,1231,1582,77.81,18.62,3.36,4.84,9.52,34.04,7.38,3.2,17.64,0.41,0.08,0.97
Stockholms län,0181,Södertälje,01810152,Södertälje 52 Bårstafältet,865,871,1470,59.25,15.14,1.62,4.39,18.73,34.91,7.98,1.62,13.99,0.12,0.23,0.69
Stockholms län,0181,Södertälje,01810215,Södertälje 15 Glasberga,846,847,1166,72.64,29.08,2.01,5.2,33.33,19.62,3.07,1.3,5.79,0.24,,0.12
Stockholms län,0181,Södertälje,01810216,Södertälje 16 Östertälje,1350,1355,1551,87.36,24.22,7.93,6.81,8.07,24.74,6.07,4.89,16.59,0.22,0.22,0.37
Stockholms län,0181,Södertälje,01810217,Södertälje 17 Fornbacka,592,596,987,60.39,14.36,3.89,2.2,10.64,34.97,9.29,4.05,17.91,0.84,0.34,0.5
Stockholms län,0181,Södertälje,01810218,Södertälje 18 Hagaberg-Majtorp,1140,1151,1377,83.59,25.96,6.49,7.19,8.16,23.95,5.79,5,16.14,0.61,0.18,0.87
Stockholms län,0181,Södertälje,01810219,Södertälje 19 Rosenlund västra,954,966,1252,77.16,21.7,6.5,3.98,7.44,23.69,8.91,4.3,22.12,0.52,0.21,1.24
Stockholms län,0181,Södertälje,01810220,Södertälje 20 Rosenlund östra,910,918,1187,77.34,19.01,4.73,3.74,9.12,30.11,8.02,4.4,18.79,0.66,0.33,0.54
Stockholms län,0181,Södertälje,01810221,Södertälje 21 Grusåsen norra,1322,1333,1704,78.23,23.68,5.9,4.92,8.17,25.64,5.52,4.24,20.12,0.53,0.38,0.68
Stockholms län,0181,Södertälje,01810222,Södertälje 22 Grusåsen-Listonhill,714,721,1076,67.01,13.17,4.2,2.94,6.72,30.25,10.78,2.66,26.05,0.42,0.84,0.97
Stockholms län,0181,Södertälje,01810223,Södertälje 23 Brunnsäng östra,950,961,1227,78.32,17.47,5.89,2.42,9.16,32.11,8.42,2.95,20.84,,0.11,1.14
Stockholms län,0181,Södertälje,01810224,Södertälje 24 Brunnsäng västra,621,632,917,68.92,14.01,2.58,2.58,8.86,33.98,8.05,2.25,26.25,,0.64,1.74
Stockholms län,0181,Södertälje,01810225,Södertälje 25 Bergvik,836,845,1009,83.75,13.4,3.71,4.78,13.28,32.42,7.3,3.95,20.22,0.24,0.48,1.07
Stockholms län,0181,Södertälje,01810226,Södertälje 26 Fornhöjden,720,728,1155,63.03,10.97,2.64,2.78,13.06,39.44,12.78,3.19,14.03,0.14,0.14,0.96
Stockholms län,0181,Södertälje,01810227,Södertälje 27 Ritorp-Viksberg västra,1230,1237,1535,80.59,24.07,5.77,4.72,16.67,22.11,5.37,4.63,15.85,0.41,0.08,0.49
Stockholms län,0181,Södertälje,01810228,Södertälje 28 Ritorp-Viksberg östra,1323,1328,1632,81.37,28.04,7.33,4.38,19.12,17.54,4.08,1.59,16.78,0.23,0.3,0.38
Stockholms län,0181,Södertälje,01810330,Södertälje 30 Pershagen,1506,1513,1679,90.11,30.68,7.9,6.11,8.37,20.12,4.71,3.12,17.8,0.46,0.33,0.4
Stockholms län,0181,Södertälje,01810331,Södertälje 31 Hovsjö norra,451,453,915,49.51,9.53,1.11,2.44,17.52,47.23,8.87,1.55,8.65,0.22,0.44,
Stockholms län,0181,Södertälje,01810332,Södertälje 32 Hovsjö södra,571,574,1028,55.84,14.19,1.58,3.85,23.12,39.4,7.88,2.8,5.25,,0.7,0.52
Stockholms län,0181,Södertälje,01810333,Södertälje 33 Hovsjö-Tveta,786,789,1335,59.1,18.83,3.69,5.47,13.23,31.04,6.36,1.65,17.68,0.25,0.38,0.38
Stockholms län,0181,Södertälje,01810435,Södertälje 35 Enhörna-Ekeby,947,953,1172,81.31,26.29,6.97,5.39,8.24,21.22,4.44,3.7,23.02,0.11,0.53,0.42
Stockholms län,0181,Södertälje,01810436,Södertälje 36 Enhörna västra,1075,1077,1216,88.57,25.77,10.98,4.37,5.12,21.21,5.49,4.74,21.21,0.56,0.28,0.09
Stockholms län,0181,Södertälje,01810640,Södertälje 40 Vårdinge,1175,1190,1458,81.62,16.94,11.06,2.81,5.62,19.06,11.74,8.68,19.4,1.79,0.34,1.09
Stockholms län,0181,Södertälje,01810741,Södertälje 41 Järna centrum,1453,1462,1679,87.08,19.82,8.6,3.51,3.58,23.19,10.53,10.25,17.96,1.1,0.69,0.55
Stockholms län,0181,Södertälje,01810742,Södertälje 42 Järna norra,1217,1240,1490,83.22,17.5,5.59,2.55,3.53,22.35,13.72,8.71,20.13,1.64,0.74,1.45
Stockholms län,0181,Södertälje,01810743,Södertälje 43 Järna västra,1451,1464,1727,84.77,21.09,8.89,3.93,6.13,25.43,8.27,7.24,17.51,0.62,0.21,0.82
Stockholms län,0181,Södertälje,01810745,Södertälje 45 Järna landsbygd,1496,1512,1846,81.91,20.52,9.43,2.87,4.41,14.91,9.29,14.84,20.59,0.74,0.33,1.06
Stockholms län,0181,Södertälje,01810848,Södertälje 48 Hölö-Mörkö,842,845,1021,82.76,18.65,13.66,4.04,4.04,21.5,8.79,11.28,15.91,0.95,0.12,0.36
Stockholms län,0181,Södertälje,01811047,Södertälje 47 Hölö västra,1388,1398,1605,87.1,22.48,10.37,4.03,5.4,20.03,6.12,5.33,23.99,0.72,0.72,0.72
Stockholms län,0181,Södertälje,01811250,Södertälje 50 Geneta södra,874,877,1190,73.7,16.93,2.86,8.92,21.51,31.46,3.55,0.92,13.16,0.11,0.11,0.34
Stockholms län,0181,Södertälje,01811251,Södertälje 51 Geneta norra,463,466,776,60.05,10.37,3.02,4.75,28.51,34.56,6.7,1.51,9.29,0.43,,0.64
Stockholms län,0181,Södertälje,01811253,Södertälje 53 Ronna södra,714,721,1251,57.63,16.39,3.22,4.06,22.41,32.63,6.16,1.4,11.34,,0.42,0.97
Stockholms län,0181,Södertälje,01811254,Södertälje 54 Ronna västra,740,744,1222,60.88,12.7,1.08,3.11,27.7,34.19,6.08,2.84,10.41,0.14,0.14,0.54
Stockholms län,0181,Södertälje,01811255,Södertälje 55 Ronna norra,459,465,955,48.69,7.84,1.96,4.58,22,45.1,7.63,3.49,6.54,,0.22,0.86
Stockholms län,0181,Södertälje,01811256,Södertälje 56 Ronna-Karlhov,871,885,1380,64.13,15.15,2.76,4.02,14.24,32.38,8.84,3.21,17.91,0.46,0.23,1.58
Stockholms län,0181,Södertälje,01811257,Södertälje 57 Lina västra,793,793,1168,67.89,15.64,2.77,4.41,25.73,35.69,5.17,1.01,8.83,,0.25,
Stockholms län,0181,Södertälje,01811258,Södertälje 58 Lina östra,786,795,1120,70.98,18.58,5.85,4.58,22.9,25.32,4.96,2.29,14.12,0.25,,1.13
Stockholms län,0182,Nacka,01820101,"Danviken, Saltsjöqvarn",1126,1129,1239,91.12,32.15,13.14,11.81,8.26,14.92,4.88,7.37,6.75,0.18,0.27,0.27
Stockholms län,0182,Nacka,01820102,Henriksdal,972,982,1251,78.5,14.3,6.79,5.14,5.25,33.54,15.12,6.17,12.14,0.62,0.41,0.92
Stockholms län,0182,Nacka,01820103,"Alphyddan, Finntorp V",1475,1488,1671,89.05,20.95,10.44,7.66,6.1,23.46,10.31,7.8,10.71,0.68,0.54,0.67
Stockholms län,0182,Nacka,01820104,Finnboda,1496,1504,1660,90.6,29.41,12.77,8.49,7.82,20.86,4.95,6.55,8.29,0.2,0.13,0.53
Stockholms län,0182,Nacka,01820105,Finntorp Ö,1457,1466,1728,84.84,19.84,10.78,6.31,6.31,23.95,11.6,6.59,12.56,0.41,0.27,0.61
Stockholms län,0182,Nacka,01820106,Sickla V,919,926,1021,90.7,24.05,13.38,9.47,6.2,17.85,8.49,12.95,5.88,0.76,0.11,0.76
Stockholms län,0182,Nacka,01820107,"Nysätra, Hästhagen, Ekudden",1439,1449,1611,89.94,24.18,15.43,10.22,4.1,19.53,6.32,10.42,8.62,0.56,0.14,0.48
Stockholms län,0182,Nacka,01820108,Järla,1401,1403,1528,91.82,27.27,16.49,9.78,5.07,18.92,6.14,9.35,5.64,0.5,0.07,0.14
Stockholms län,0182,Nacka,01820109,Nacka Centrum,1214,1227,1678,73.12,27.76,8.81,6.51,6.18,24.38,7.99,4.78,12.03,0.74,0.25,0.9
Stockholms län,0182,Nacka,01820110,Jarlaberg S,937,941,1070,87.94,24.23,8.11,6.08,5.34,24.12,9.18,7.79,13.45,0.53,0.53,0.43
Stockholms län,0182,Nacka,01820111,Jarlaberg N,1049,1058,1224,86.44,23.26,8.77,8.58,5.53,24.69,8.1,7.34,12.11,0.48,0.19,0.85
Stockholms län,0182,Nacka,01820112,Skogalund,1360,1372,1634,83.97,28.01,11.32,7.06,5.88,23.68,5.66,5.51,11.25,0.44,,0.73
Stockholms län,0182,Nacka,01820113,"Ekängen, Saltängen V",1288,1292,1421,90.92,30.98,18.25,10.87,5.98,10.64,5.12,8,8.62,0.93,0.08,0.31
Stockholms län,0182,Nacka,01820114,"Skuru, Duvnäs Utskog",1482,1487,1631,91.17,32.93,15.59,11.27,5.74,16.4,3.51,6.82,7.15,0.07,0.07,0.27
Stockholms län,0182,Nacka,01820115,Ektorp,1543,1551,1792,86.55,28.52,12.7,7.91,6.61,19.05,7.13,5.77,10.56,0.52,0.39,0.45
Stockholms län,0182,Nacka,01820116,"Sickla Ö, Tallbacken",1043,1050,1203,87.28,17.16,11.79,8.25,3.16,27.13,10.16,11.41,9.49,0.58,0.1,0.57
Stockholms län,0182,Nacka,01820117,"Saltsjö-Duvnäs, Saltängen Ö",1310,1314,1457,90.19,35.5,15.11,14.12,7.48,11.07,3.28,5.11,7.18,0.08,0.23,0.3
Stockholms län,0182,Nacka,01820118,"Lillängen, Storängen",1035,1040,1148,90.59,34.49,16.04,11.59,5.99,13.91,4.64,8.5,4.44,0.1,,0.38
Stockholms län,0182,Nacka,01820121,Kolarängen,1276,1280,1384,92.49,29.39,13.01,8.7,5.64,17.63,4.86,9.4,9.87,0.31,0.16,0.31
Stockholms län,0182,Nacka,01820122,Älta Gård,1266,1272,1396,91.12,24.33,12.56,10.58,6.87,20.46,5.77,8.21,9.79,0.63,0.16,0.39
Stockholms län,0182,Nacka,01820123,Stensö N,1076,1084,1282,84.56,19.42,7.34,4.09,4.28,31.51,9.57,5.3,17.38,0.46,0.09,0.65
Stockholms län,0182,Nacka,01820124,Stensö S,819,827,1084,76.29,13.43,5.01,4.03,5.49,33.46,13.31,5.86,17.46,0.37,0.61,0.85
Stockholms län,0182,Nacka,01820125,Sigfridsborg,1197,1203,1292,93.11,24.73,14.87,10.28,5.01,22.97,4.85,7.94,8.35,0.42,0.17,0.42
Stockholms län,0182,Nacka,01820126,Hedvigslund,1579,1590,1715,92.71,29.2,13.68,8.36,6.21,19.57,4.69,7.92,9.5,0.32,0.13,0.69
Stockholms län,0182,Nacka,01820132,Fisksätra V,1008,1015,1412,71.88,13.19,6.35,2.58,5.46,39.09,14.68,5.65,11.71,0.4,0.3,0.69
Stockholms län,0182,Nacka,01820133,Fisksätra Ö,767,777,1153,67.39,11.08,2.61,2.22,3.39,43.16,16.95,5.08,13.56,0.52,0.78,1.29
Stockholms län,0182,Nacka,01820134,Fisksätra S,961,964,1298,74.27,21.33,7.28,5.1,6.24,34.24,10.61,3.85,10.82,0.21,0.1,0.21
Stockholms län,0182,Nacka,01820135,Fisksätra N,759,760,1195,63.6,7.38,3.56,4.08,1.98,43.35,18.18,5.01,13.97,1.19,0.53,
Stockholms län,0182,Nacka,01820141,"Finnberget, Kvarnholmen V",563,567,673,84.25,24.87,9.77,8.53,4.97,23.45,6.93,9.06,10.83,0.71,0.36,0.71
Stockholms län,0182,Nacka,01820142,Kvarnholmen Ö,1106,1113,1214,91.68,37.88,16.91,9.22,6.69,10.22,3.44,5.24,8.95,0.18,0.27,0.27
Stockholms län,0182,Nacka,01820143,"Nacka strand, Vikdalen",664,668,779,85.75,33.89,13.1,7.68,7.08,16.72,5.27,5.42,9.79,0.3,0.3,0.6
Stockholms län,0182,Nacka,01820201,"Skogsö, Baggensudden, Neglinge N",1234,1239,1367,90.64,40.19,14.67,10.05,8.51,10.45,1.38,4.54,9.16,0.16,0.49,0.32
Stockholms län,0182,Nacka,01820202,"Igelboda, Ljuskärrsberget",1234,1236,1421,86.98,37.03,14.18,9.56,7.46,12.32,3,4.94,10.05,0.49,0.24,0.16
Stockholms län,0182,Nacka,01820204,"Neglinge S, Tattby, Igelbodaplatån",1481,1486,1673,88.82,39.37,11.68,8.44,10.06,10.6,3.71,4.19,10.67,0.47,0.2,0.34
Stockholms län,0182,Nacka,01820205,Rösunda,1320,1326,1507,87.99,48.11,10.23,9.55,9.62,5.83,2.12,4.55,9.09,0.08,0.23,0.45
Stockholms län,0182,Nacka,01820206,"Solsidan, Älgö",1720,1722,1968,87.5,49.01,11.69,9.48,7.79,5.52,1.57,2.97,11.22,0.12,0.12,0.12
Stockholms län,0182,Nacka,01820301,"Lilla Björknäs, Björknäs N",1397,1407,1543,91.19,35.15,11.88,10.81,6.94,13.1,4.58,6.66,9.59,0.21,0.21,0.57
Stockholms län,0182,Nacka,01820302,Björknäs S,1221,1235,1457,84.76,28.42,9.99,5.49,5.49,22.36,7.7,5.65,13.92,0.25,0.08,1.05
Stockholms län,0182,Nacka,01820303,"Eknäs Ö, Hjortängen, Lännersta V",1256,1261,1343,93.89,32.88,17.04,10.27,6.13,13.14,2.87,5.1,11.94,0.08,0.32,0.32
Stockholms län,0182,Nacka,01820304,Lännersta N,1412,1420,1505,94.35,34.49,15.01,10.84,6.52,12.61,2.62,4.89,11.47,0.28,0.35,0.56
Stockholms län,0182,Nacka,01820305,Lännersta S,1144,1146,1258,91.1,37.33,15.12,11.54,5.16,12.76,3.32,5.16,8.65,0.09,,0.17
Stockholms län,0182,Nacka,01820306,Källvägsområdet,1523,1525,1668,91.43,36.9,13.85,10.97,6.37,12.8,3.28,4.07,10.44,0.39,0.59,0.13
Stockholms län,0182,Nacka,01820307,Krokhöjden,1432,1446,1625,88.98,23.39,9.43,6.98,6.28,25.56,7.33,6.7,12.92,0.35,0.56,0.69
Stockholms län,0182,Nacka,01820309,Orminge S,1229,1237,1574,78.59,16.68,5.13,3.82,3.82,35.56,12.61,3.99,16.68,0.57,0.57,0.4
Stockholms län,0182,Nacka,01820310,Orminge N,1110,1129,1492,75.67,17.21,7.03,3.6,3.24,29.55,12.88,5.05,19.01,0.99,0.63,1.15
Stockholms län,0182,Nacka,01820311,Orminge Ö,1368,1376,1535,89.64,23.76,12.21,8.48,6.51,24.71,6.87,7.82,8.7,0.15,0.07,0.51
Stockholms län,0182,Nacka,01820312,"Hasseludden, Kummelnäs V",1039,1043,1169,89.22,37.82,13.38,9.53,4.52,11.65,4.23,6.35,11.36,0.19,0.29,0.29
Stockholms län,0182,Nacka,01820314,"Gustavsvik, Insjön, Velamsund",1081,1085,1208,89.82,28.49,15.82,7.31,7.68,12.86,4.9,6.11,14.8,0.56,0.28,0.37
Stockholms län,0182,Nacka,01820315,"Mensättra, Eriksvik",1099,1102,1202,91.68,33.21,15.1,7.55,5.82,15.01,3.64,5.55,12.83,0.36,0.45,0.18
Stockholms län,0182,Nacka,01820316,"Eknäs V, Tollare V",862,867,983,88.2,27.84,13.69,9.16,7.42,15.55,7.42,6.38,11.72,0.46,0.23,0.58
Stockholms län,0182,Nacka,01820317,Tollare Ö,546,546,595,91.76,36.08,19.6,9.16,8.06,12.09,3.11,3.11,7.69,0.55,0.18,
Stockholms län,0182,Nacka,01820318,"Vikingshill, Kummelnäs Ö",1510,1520,1692,89.83,29.21,15.23,7.68,5.36,11.66,5.63,10.66,12.78,0.53,0.66,0.59
Stockholms län,0183,Sundbyberg,01830101,Lilla Alby 1,1344,1351,1570,86.05,22.47,8.93,7.07,4.46,24.63,11.16,5.58,13.47,0.67,0.74,0.52
Stockholms län,0183,Sundbyberg,01830102,Lilla Alby 2,1311,1317,1520,86.64,21.36,10.45,8.7,5.42,25.78,8.31,5.72,12.51,0.61,0.38,0.38
Stockholms län,0183,Sundbyberg,01830103,Lilla Alby 4,968,973,1160,83.88,24.07,8.16,7.33,5.37,22.73,10.43,7.02,13.64,0.31,0.31,0.51
Stockholms län,0183,Sundbyberg,01830104,Centrala Sundbyberg 2,1006,1012,1276,79.31,23.36,8.25,6.66,6.56,22.96,10.44,6.26,13.92,0.4,0.4,0.59
Stockholms län,0183,Sundbyberg,01830105,Centrala Sundbyberg 1,1288,1291,1503,85.89,25.78,10.56,8.93,4.5,21.12,8.93,5.82,12.42,0.7,0.47,0.08
Stockholms län,0183,Sundbyberg,01830106,Centrala Sundbyberg 7,847,852,1058,80.53,20.54,9.92,7.44,3.78,22.43,13.22,6.97,13.46,0.83,0.47,0.59
Stockholms län,0183,Sundbyberg,01830107,Centrala Sundbyberg 3,975,983,1239,79.34,21.64,7.69,7.08,6.26,23.18,9.85,7.49,15.59,,0.62,0.71
Stockholms län,0183,Sundbyberg,01830108,Centrala Sundbyberg 4,787,794,984,80.69,21.6,12.2,6.1,5.34,22.62,10.93,7.12,12.83,0.51,0.38,0.76
Stockholms län,0183,Sundbyberg,01830109,Centrala Sundbyberg 5,1194,1203,1385,86.86,26.38,8.29,6.62,5.03,21.69,10.64,7.29,12.65,0.34,0.08,0.58
Stockholms län,0183,Sundbyberg,01830110,Tulemarken,1196,1201,1338,89.76,23.49,9.36,9.87,5.18,22.66,9.28,7.19,11.37,0.75,0.17,0.42
Stockholms län,0183,Sundbyberg,01830111,Storskogen 2,927,931,1121,83.05,26.21,9.06,6.9,4.42,23.52,10.79,4.64,12.41,0.86,0.32,
Stockholms län,0183,Sundbyberg,01830112,Storskogen 1,1158,1169,1401,83.44,14.59,4.4,4.84,4.49,30.92,13.39,5.35,19.69,0.35,0.69,0.94
Stockholms län,0183,Sundbyberg,01830113,Ör,1161,1178,1487,79.22,14.99,4.48,4.65,4.82,35.66,13.26,4.13,16.11,0.43,0.6,1.44
